#,"ID Detalle Factura","Número de factura","Campaña o aviso institucional","Nombre campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida contratante","Sujeto obligado solicitante","Partida solicitante","Área administrativa solicitante","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A incluido",Monto,Estatus
311,314,138579,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.",1.00,49775.60,49775.60,Activo
312,315,36102,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.",2.00,36580.71,73161.42,Activo
313,316,33551,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.",2.00,18908.00,37816.00,Activo
314,317,24433,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/2 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA",1.00,29000.00,29000.00,Activo
315,318,16399,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.",1.00,29642.25,29642.25,Activo
316,319,14505,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.",1.00,29642.25,29642.25,Activo
317,320,183812,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA",1.00,43117.20,43117.20,Activo
318,321,3891,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.",1.00,64602.72,64602.72,Activo
319,322,173964,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.",1.00,59392.00,59392.00,Activo
320,323,1302,"Avisos Institucionales","Semana Nacional de Transparencia","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios del aviso institucional con motivo de la Semana Nacional de Transparencia 2016",1.00,26680.00,26680.00,Activo
321,324,182381,"Avisos Institucionales","Semana Nacional de Transparencia","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios del aviso institucional con motivo de la Semana Nacional de Transparencia 2016.",1.00,69600.00,69600.00,Activo
322,325,371,"Avisos Institucionales","Semana Nacional de Transparencia","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios del aviso institucional con motivo de la Semana Nacional de Transparencia 2016.",1.00,23981.84,23981.84,Activo
323,326,400,"Avisos Institucionales","Semana Nacional de Transparencia","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios del aviso institucional con motivo de la Semana Nacional de Transparencia 2016",1.00,43430.40,43430.40,Activo
324,327,1363,"Avisos Institucionales","Semana Nacional de Transparencia","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","de servicio de difusión en medios complementarios del aviso institucional con motivo de la Semana Nacional de Transparencia 2016",1.00,34800.00,34800.00,Activo
325,328,448,"Avisos Institucionales","Semana Nacional de Transparencia","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios del aviso institucional con motivo de la Semana Nacional de Transparencia 2016",1.00,10866.88,10866.88,Activo
326,329,16438,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.",1.00,5800.00,5800.00,Activo
327,330,14555,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA",1.00,5800.00,5800.00,Activo
328,331,3929,"Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA",1.00,12760.00,12760.00,Activo
329,332,25,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las Sesiones Ordinarias del Pleno del INAI correspondiente a septiembre de 2016.",4.00,7203.60,28814.40,Activo
330,335,52,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCION GENERAL DE COMUNICACION SOCIAL Y DIFUSION","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",4.00,7203.60,28814.40,Activo
331,336,53,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",4.00,7203.60,28814.40,Activo
332,337,54,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones extraordinarias del pleno del INAI ",1.00,7203.60,7203.60,Activo
333,338,55,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones extraordinarias del pleno del INAI ",1.00,7203.60,7203.60,Activo
334,339,56,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",4.00,7203.60,28814.40,Activo
335,340,186528,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,53908.68,53908.68,Activo
336,341,13992,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.",Cintillo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,26787.30,26787.30,Activo
337,342,258435,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,57179.88,57179.88,Activo
338,343,190840,"Avisos Institucionales","Edictos 2017","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del edicto a MDA Monetización de Activos Uno, S.A. de C.V.",3.00,12760.00,38280.00,Activo
339,344,1458,"Avisos Institucionales","Concurso Nacional de Spot de Radio 2017","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del aviso institucional con motivo del Concurso Nacional de Spot de Radio 2017 en materia de Transparencia, Acceso a la Información y Protección de Datos Personales ",1.00,53174.40,53174.40,Activo
340,345,985,"Avisos Institucionales","Caravana de la Transparencia y la Privacidad 2017","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del aviso institucional con motivo de La Caravana por la Transparencia y la Privacidad",1.00,52200.00,52200.00,Activo
341,346,4938,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,5532.27,5532.27,Activo
342,347,5023,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,4425.82,4425.82,Activo
343,348,5332,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,8298.41,8298.41,Activo
344,349,"1844 A","Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,5532.27,5532.27,Activo
345,350,48294,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,8989.94,8989.94,Activo
346,351,424,"Avisos Institucionales","Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo del Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017",1.00,19759.01,19759.01,Activo
347,352,38138,"Avisos Institucionales","Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo del Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017",1.00,29000.00,29000.00,Activo
348,353,42098,"Avisos Institucionales","Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo del Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017",1.00,25000.00,25000.00,Activo
349,354,14841,"Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales",1.00,8851.64,8851.64,Activo
350,355,62,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",4.00,7203.60,28814.40,Activo
351,356,63,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",4.00,7203.60,28814.40,Activo
352,357,64,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones ordinarias del pleno del INAI ",4.00,7203.60,28814.40,Activo
353,358,65,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de las sesiones extraordinarias del pleno del INAI ",1.00,7203.60,7203.60,Activo
354,359,66,Campañas,"Quehacer institucional 2017","Otros servicios asociados a la comunicación ",Streaming,Streaming,Minutos,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios digitales de la entrega de premios del Concurso para ser Comisionado y Comisionada Infantil ",1.00,7203.60,7203.60,Activo
355,360,2610,Campañas,"Quehacer institucional 2017","Servicios de difusión en medios de comunicación",Internet,"Redes sociales y buscadores","Cuenta o tuit promovido en Twitter","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión de la Campaña Institucional versión jóvenes en redes sociales para promover los derechos de Acceso a la Información y Protección de Datos Personales ",1.00,338952.00,338952.00,Activo
356,361,222,Campañas,"Quehacer institucional 2017","Servicios de difusión en medios de comunicación",Internet,"Redes sociales y buscadores",Otro,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión de la Campaña Institucional versión jóvenes en redes sociales para promover los derechos de Acceso a la Información y Protección de Datos Personales ",1.00,435305.54,435305.54,Activo
357,362,1488,"Avisos Institucionales","Ante la Opinión Pública","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante la inserción del aviso institucional relativo al micrositio ante la opinión pública ",1.00,53174.40,53174.40,Activo
358,363,195237,"Avisos Institucionales","Edictos 2017","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante la inserción del edicto dirigido a RK Representaciones empresariales S. de R. L. de C. V. ",3.00,6422.92,19268.76,Activo
359,364,72297,"Avisos Institucionales","Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo del Premio de Innovación y Buenas Prácticas en la Protección de Datos Personales 2017",1.00,25056.00,25056.00,Activo
360,365,"1844 B","Avisos Institucionales","Semana Nacional de Transparencia 2017","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión en medios complementarios del aviso institucional con motivo de la Semana Nacional de Transparencia 2017",1.00,39049.08,39049.08,Activo
361,366,202247,"Avisos Institucionales","Edictos 2017","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del edícto dirigido a titulares de datos personales que tuvieron una presunta afectación de la operación del sofware ""Pegasus"" ",1.00,16008.00,16008.00,Activo
362,367,202246,"Avisos Institucionales","Edictos 2017","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante inserción del edícto dirigido a comercializadora celebration S. A. de C. V. ",3.00,26917.80,80753.40,Activo
