#,"ID (Orden de compra)",Proveedor,Procedimiento,Contrato,Ejercicio,Trimestre,"Sujeto obligado ordenante","Campaña o aviso institucional","Sujeto obligado solicitante","Número orden de compra",Justificación,"Fecha de orden","Archivo de la orden de compra en PDF (Vínculo al documento)",Estatus
191,OI-82-16,"Sociedad Cooperativa de Producción Editora el Mercurio, S. C. L.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-82-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
192,OI-83-16,"Compañía Periodística del Panuco, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-83-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
193,OI-84-16,"Editora Argos, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-84-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
194,OI-85-16,"Editora la Voz del Istmo, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-85-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
195,OI-86-16,"Comercial Bermam, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-86-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
196,OI-87-16,"Novedades de Mérida, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-87-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2015-11-30,,Activo
197,OI-88-16,"Compañía Periodística del Sol del Estado de México, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-88-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
198,OI-89-16,"Cia. Periodística el Sol de Puebla, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-89-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
199,OI-90-16,"Cia. Periodística del Sol de Tlaxcala, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-90-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
200,OI-91-16,"Cia. Periodística del Sol de Zacatecas, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-91-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
201,OI-92-16,"Cia. Periodística del Sol de Pachuca, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-92-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
202,OI-93-16,"Ediciones del Norte, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-93-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
203,OI-94-16,"Cia. Periodística del Sol de México, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-94-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
204,OI-95-16,"Información Integral 24/7, S.A.P.I de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-95-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
205,OI-96-16,"Notmusa, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-96-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
206,OI-97-16,"Editorial Televisa, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-97-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
207,OI-98-16,"DEMOS, Desarrollo de Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-98-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
208,OS-37-16,"Editorial Televisa, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-37-16,"Promedio de alcance",2016-11-30,,Activo
209,OS-38-16,"Notmusa, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-38-16,"Promedio de alcance",2016-11-30,,Activo
210,OS-39-16,"Periódico Digital Sendero, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-39-16,"Promedio de alcance",2016-11-30,,Activo
211,OS-40-16,"Talento e Inteligencia en Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-40-16,"Promedio de alcance",2016-11-30,,Activo
212,OS-41-16,"Editorial Animal, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-41-16,"Promedio de alcance",2016-11-30,,Activo
213,OS-42-16,"Reporte Indigo de México, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-42-16,"Promedio de alcance",2016-11-30,,Activo
214,OS-43-16,"Editorial Martinica, S.A. DE C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-43-16,"Promedio de alcance",2016-11-30,,Activo
215,OS-44-16,"Editorial Monterrey, S. A.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-44-16,"Promedio de alcance",2016-11-30,,Activo
216,OS-45-16,"Empresas el Debate, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-45-16,"Promedio de alcance",2016-11-30,,Activo
217,OS-46-16,"Novedades de Quintana Roo, S.A. de C.V","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-46-16,"Promedio de alcance",2016-11-30,,Activo
218,OS-47-16,"Impresora y Editorial, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-47-16,"Promedio de alcance",2016-11-30,,Activo
219,OS-48-17,"Editorial Mival, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-48-17,"Promedio de alcance",2016-11-30,,Activo
220,OS-49-16,"Unocero Laboratorio Multimedia, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-49-16,"Promedio de alcance",2016-11-30,,Activo
221,OS-50-16,"Compañía Periodística Sudcaliforniana, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-50-16,"Promedio de alcance",2016-11-30,,Activo
222,OS-51-16,"Grupo Editorial Coahuila, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-51-16,"Promedio de alcance",2016-11-30,,Activo
223,OS-52-16,"Expansion, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-52-16,"Promedio de alcance",2016-11-30,,Activo
224,OS-01-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-01-16,"Disponibilidad del servicio",2016-01-01,,Activo
225,OS-02-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-02-16,"Disponibilidad del servicio",2016-01-12,,Activo
226,OS-03-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-03-16,"Disponibilidad del servicio",2016-01-25,,Activo
227,OS-04-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-04-16,"Disponibilidad del servicio",2016-02-01,,Activo
228,OS-05-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-05-16,"Disponibilidad del servicio",2016-02-11,,Activo
229,OS-06-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-06-16,"Disponibilidad del servicio",2016-03-01,,Activo
230,OS-07-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-07-16,"Disponibilidad del servicio",2016-04-05,,Activo
231,OS-08-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-08-16,"Disponibilidad del servicio",2016-04-08,,Activo
232,OS-09-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-09-16," 
Disponibilidad del servicio
 ",2016-05-04,,Activo
233,OS-10-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-10-16," 
Disponibilidad del servicio
 ",2016-05-09,,Activo
234,OS-11-16,"Victoria Editores, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-11-16," 
Disponibilidad del servicio
 ",2016-06-01,,Activo
235,OS-12-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-12-16," 
Disponibilidad del servicio
 ",2016-06-20,,Activo
236,OS-13-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-13-16," 
Disponibilidad del servicio
 ",2016-06-22,,Activo
237,OS-14-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-14-16," 
Disponibilidad del servicio
 ",2016-07-06,,Activo
238,OS-15-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-15-16," 
Disponibilidad del servicio
 ",2016-07-07,,Activo
239,OS-16-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-16-16," 
Disponibilidad del servicio
 ",2016-08-09,,Activo
240,OS-24-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-24-16," 
Disponibilidad del servicio
 ",2016-09-27,,Activo
241,OS-25-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-25-16," 
Disponibilidad del servicio
 ",2016-10-05,,Activo
242,OS-26-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-26-16," 
Disponibilidad del servicio
 ",2016-10-25,,Activo
243,OS-27-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-27-16," 
Disponibilidad del servicio
 
 
 ",2016-10-31,,Activo
244,OS-28-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-28-16," 
Disponibilidad del servicio
 
 
 ",2016-11-14,,Activo
245,OS-53-16,"X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OS-53-16," 
Disponibilidad del servicio
 
 
 ",2016-11-30,,Activo
246,"Gasto Directo","Esfera Audiovisual, S.C.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Gasto Directo","Disponibilidad del servicio",2016-07-05,,Activo
247,OI-01-16,"El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-01-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-22,,Activo
248,OI-02-16,"DEMOS, Desarrollo de Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-02-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-22,,Activo
249,OI-03-16,"Milenio Diario, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-03-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-22,,Activo
250,OI-04-16,"Organización Editorial del Sureste, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-04-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-27,,Activo
251,OI-05-16,"Publicaciones Fernández Pichardo, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-05-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-27,,Activo
252,OI-06-16,"Victoria Editores, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-06-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-27,,Activo
253,OI-07-16,"Editoriales de Morelos, S. A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-07-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-27,,Activo
254,OI-08-16,"Editorial Mival, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-08-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-27,,Activo
255,OI-09-16,"Empresas el Debate, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-09-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-01-27,,Activo
256,OI-10-16,"Novedades de Quintana Roo, S.A. de C.V","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Dia Internacional de Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-10-16,"Promedio de alcance",2017-01-27,,Activo
257,OI-11-16,"Universidad Nacional Autónoma de México","Adjudicación directa","Sin contrato",2016,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","XXXVII Feria Internacional del Libro del Palacio de Minería","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-11-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-02-07,,Activo
258,OI-12-16,"Periodico Excelsior, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Foro ?La Información en el Combate a la Corrupción? ¿Cómo nos arreglamos?","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-12-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-04-06,,Activo
259,OI-13-16,"El Financiero Marketing, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Foro ?La Información en el Combate a la Corrupción? ¿Cómo nos arreglamos?","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-13-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-04-06,,Activo
260,OI-14-16,"Ediciones del Norte, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Foro ?La Información en el Combate a la Corrupción? ¿Cómo nos arreglamos?","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-14-16,"Promedio de alcance",2016-04-07,,Activo
261,OI-15-16,"El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Foro ?La Información en el Combate a la Corrupción? ¿Cómo nos arreglamos?","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-15-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-04-07,,Activo
262,OI-16-16,"DEMOS, Desarrollo de Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Programa de Sensibilización de Derechos de Acceso a la Información Pública y de Protección de Datos Personales.","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-16-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-04-15,,Activo
