"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Robaplana/ 1/4 de plana 
El Universal; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 11/12/2015; Fecha de término: 27/12/2015; Grupo(s) de edad: 13-65; Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 26%,C 30%, D+ 18%, D/E 24%; Nivel educativo: 0; Sexo: Ambos ;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",310616.68,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-154-113-1-1,2016-154-113-1-1,2016-154-113-1-1,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,"La inserción se integra de tres publicaciones con las siguientes características: dos robaplana y  1/4 de plana "
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Box banner
http://www.eluniversal.com.mx; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: ; Fecha de término: ; Grupo(s) de edad: 0; Lugar de residencia: Nacional ; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: Ambos ;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",284200.00,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-155-147-1-1,2016-155-147-1-1,2016-155-147-1-1,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","wide banner
http://www.eluniversal.com.mx; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 14/11/2015; Fecha de término: 15/12/2015; Grupo(s) de edad: 0; Lugar de residencia: Nacional ; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: Ambos ;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",66502.80,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-156-133-1-1,2016-156-133-1-1,2016-156-133-1-1,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,"Erogacion asociada a la partida 33605"
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",Campañas,"CAMPAÑA INSTITUCIONAL 2016",2016,"Acceso a la información, transparencia y rendición de cuentas","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género",,138622.32,ACT-PUB/19/08/2015.04,"PLENO DEL INAI",Nacional,Nacional,2016-11-28,2016-12-31,,,,,,2016-174-160-1-1,2016-174-160-1-1,2016-174-160-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Enero-16,31-Marzo-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales","Avisos Institucionales","Dia Internacional de Protección de Datos Personales",2016,"Protección de datos personales","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Avisar a la ciudadania sobre los consejos utiles para proteger los datos personales.
Convocar la participación de la ciudadania en el evento institucional de celebración del Día Internacional de Protección de Datos Personales.",107817.36,INAI-DIPDP-2016,,Nacional,Nacional,2016-01-24,2016-01-29,,,,,,2016-277-249-1-1,2016-277-249-1-1,2016-277-249-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Abril-16,30-Junio-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del Foro ?La Información en el Combate a la Corrupción? ¿Cómo nos arreglamos?","Avisos Institucionales","Foro ?La Información en el Combate a la Corrupción? ¿Cómo nos arreglamos?",2016,"Acceso a la información, transparencia y rendición de cuentas","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Promover el conocimiento y ejercicio del derechos de acceso a la informacion mediante el Foro ?La Información en el Combate a la Corrupción? ¿Cómo nos arreglamos?.",46207.44,INAI-INCOMCOR-2016,,Nacional,Nacional,2016-04-11,2016-04-12,,,,,,2016-291-263-1-1,2016-291-263-1-1,2016-291-263-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Abril-16,30-Junio-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","servicio de difusión mediante inserción del aviso institucional con motivo del Premio Innovación en Transparencia 2016","Avisos Institucionales","Premio a la Innovación en Transparencia",2016,"Acceso a la información, transparencia y rendición de cuentas","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Promover el conocimiento y el ejercicio de derecho de acceso a la informacion mediante la difusión del Premio a la Innovación en Transparencia 2016.",46207.44,INAI-PIT-2016,,Nacional,Nacional,2016-06-01,2016-06-05,,,,,,2016-298-270-1-1,2016-298-270-1-1,2016-298-270-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Julio-16,30-Septiembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","servicio de difusión mediante inserción del edicto dirigido a Data Jurídica.","Avisos Institucionales",Edictos,2015,Otro,"Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Informar la imposición de sanciones",23594.40,,,Nacional,México,2015-11-09,2015-11-11,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas",,"13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja",2016-304-276-1-1,2016-304-276-1-1,2016-304-276-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Julio-16,30-Septiembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","servicio de difusión mediante inserción del aviso institucional con motivo del Premio Innovación en Transparencia 2016.","Avisos Institucionales","Semana Nacional de Transparencia",2016,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Promover el conocimiento y el ejercicio de los derechos de acceso a la información y protección de datos personales.
Fomentar la cultura de la transparencia y la rendición de cuentas.",53908.68,INAI-SNT-2016,,Nacional,Nacional,2016-09-01,2016-09-27,,,,,,2016-308-280-1-1,2016-308-280-1-1,2016-308-280-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","servicio de difusión mediante inserción del aviso institucional ¿Qué son los datos personales?.","Avisos Institucionales","¿Que son los datos personales?",2016,"Protección de datos personales","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Promover el conocimiento y el ejercicio del derecho de protección de datos personales mediante la difusión del aviso ¿Que son los datos personales?",23200.00,INAI-QDP-2016,,Nacional,Nacional,2016-10-01,2016-10-01,,,,,,2016-312-283-1-1,2016-312-283-1-1,2016-312-283-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","servicio de difusión mediante inserción del edicto dirigido a World Travel Servicios, S.A. de C.V.","Avisos Institucionales",Edictos,2015,Otro,"Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Informar la imposición de sanciones",38280.00,,,Nacional,México,2015-11-09,2015-11-11,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas",,"13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja",2016-313-284-1-1,2016-313-284-1-1,2016-313-284-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA","Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA",2016,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género"," 
Promover el conocimiento y el ejercicio del derecho de protección de datos personales.
 ",43117.20,INAI-APPA-2016,,Nacional,Nacional,2016-11-23,2016-11-29,,,,,,2016-322-292-1-1,2016-322-292-1-1,2016-322-292-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Julio-16,30-Septiembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","servicio de difusión en medios complementarios del aviso institucional con motivo de la Semana Nacional de Transparencia 2016.","Avisos Institucionales","Semana Nacional de Transparencia",2016,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Promover el conocimiento y el ejercicio de los derechos de acceso a la información y protección de datos personales.
Fomentar la cultura de la transparencia y la rendición de cuentas.",69600.00,INAI-SNT-2016,,Nacional,Nacional,2016-09-01,2016-09-27,,,,,,2016-326-296-1-1,2016-326-296-1-1,2016-326-296-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2017,01-Abril-17,30-Junio-17,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales","Avisos Institucionales","Día Internacional de Protección de Datos Personales 2017",2017,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Pomover el pleno ejercicio de los derechos a acceso a la información pública y protección de datos personales ",53908.68,,,Nacional,Nacional,2017-01-01,2017-01-31,Ambos,Internacional,"Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria * Sin educación","18-35 * 36-60 * 60 en adelante * 13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2017-342-310-1-1,2017-342-310-1-1,2017-342-310-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-11-06,2017-06-30,http://inicio.inai.org.mx/doc/DGCSD/2017/A70FXXIIIB/FACTURA/OI-01-FVP.pdf
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Abril-16,30-Junio-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Servicio de difusión mediante inserción del edicto a MDA Monetización de Activos Uno, S.A. de C.V.","Avisos Institucionales","Edictos 2017",2017,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover el pleno ejercicio de los derechos a acceso a la información pública y protección de datos personales ",38280.00,"No aplica","No aplica",Nacional,Nacional,2017-01-01,2017-12-31,,,,"13 - 65",,2017-345-313-1-1,2017-345-313-1-1,2017-345-313-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-11-06,2017-06-30,http://inicio.inai.org.mx/doc/DGCSD/2017/A70FXXIIIB/FACTURA/OI-04-FVP.pdf
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2017,01-Octubre-17,31-Diciembre-17,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Servicio de difusión mediante la inserción del edicto dirigido a RK Representaciones empresariales S. de R. L. de C. V. ","Avisos Institucionales","Edictos 2017",2017,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover el pleno ejercicio de los derechos a acceso a la información pública y protección de datos personales ",19268.76,"No aplica","No aplica",Nacional,Nacional,2017-01-01,2017-12-31,,,,"13 - 65",,2017-365-331-1-1,2017-365-331-1-1,2017-365-331-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2018-01-31,2018-12-31,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2017,01-Octubre-17,31-Diciembre-17,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Servicio de difusión mediante inserción del edícto dirigido a titulares de datos personales que tuvieron una presunta afectación de la operación del sofware ""Pegasus"" ","Avisos Institucionales","Edictos 2017",2017,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover el pleno ejercicio de los derechos a acceso a la información pública y protección de datos personales ",16008.00,"No aplica","No aplica",Nacional,Nacional,2017-01-01,2017-12-31,,,,"13 - 65",,2017-368-334-1-1,2017-368-334-1-1,2017-368-334-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2018-01-31,2017-12-31,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2017,01-Octubre-17,31-Diciembre-17,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Servicio de difusión mediante inserción del edícto dirigido a comercializadora celebration S. A. de C. V. ","Avisos Institucionales","Edictos 2017",2017,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover el pleno ejercicio de los derechos a acceso a la información pública y protección de datos personales ",80753.40,"No aplica","No aplica",Nacional,Nacional,2017-01-01,2017-12-31,,,,"13 - 65",,2017-369-335-1-1,2017-369-335-1-1,2017-369-335-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2018-01-31,2017-12-31,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2017,01-Octubre-17,31-Diciembre-17,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","Servicio de difusión mediante inserción del edícto dirigido a titulares de datos personales que tuvieron una presunta afectación de la operación del sofware ""Pegasus"" ","Avisos Institucionales","Edictos 2017",2017,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover el pleno ejercicio de los derechos a acceso a la información pública y protección de datos personales ",16008.00,"No aplica","No aplica",Nacional,Nacional,2017-01-01,2017-12-31,,,,"13 - 65",,2017-370-336-1-1,2017-370-336-1-1,2017-370-336-1-1,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2018-01-31,2017-12-31,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2018,01-Abril-18,30-Junio-18,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Servicio de difusión en medios complementarios del aviso institucional con motivo de la celebración del Día Internacional de Protección de Datos Personales 2018","Avisos Institucionales","Día Internacional de Proteccion de Datos Personales 2018",2018,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Difundir el aviso institucional de la celebración del Día Internacional de Protección de Datos Personales.",99999.83,ACT-PUB/16/08/2017.09,"Pleno del INAI",Nacional,Nacional,2018-01-10,2018-01-24,Ambos,Nacional,"Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria * Sin educación","18-35 * 36-60 * 60 en adelante * 13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2018-389-350-1-1,2018-389-350-1-1,2018-389-350-1-1,"Dirección General de Comunicación Social y Difusión",2018-06-30,2018-07-13,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Enero-15,31-Marzo-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","La Jornada
Cobertura y Ámbito geográfico: Nacional
Grupo de edad: 13-65
Fecha de inicio: 26/01/2015
Fecha de término: 26/01/2015
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B/C+ 41%, C 29%, D+ 12%, D/E 18%
Nivel educativo: Media superior a básica-posgrado
Sexo: Ambos","Avisos Institucionales","Día Internacional de Protección de Datos Personales 2015",2015,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover y difundir el Derecho de Protección de Datos Personales a nivel nacional",46235.28,,,Nacional,México,2015-01-23,2015-01-29,Ambos,"Aguascalientes * Baja California * Chihuahua * Guanajuato * Jalisco * México * Michoacán * Nacional * Nuevo León * Puebla * Sonora * Veracruz * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-78-4-1-2,2016-78-4-1-2,2016-78-4-1-2,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Abril-15,30-Junio-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","La Jornada
Cobertura: Nacional
Ámbito geográfico: Nacional
Fecha de inicio: 22/05/2015
Fecha de término: 25/05/2015
Grupo de edad: 13-65
Lugar de residencia: Nacional
Nivel socioeconómico: A/B/C+ 41%, C 29%, D+ 12%, D/E 18%
Nivel educativo: Media superior a básica-posgrado
Sexo: Ambos","Avisos Institucionales","Alcances y Retos de la Ley General de Transparencia y Acceso a la Información Pública",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover y difundir el quehacer Institucional",26816.46,,,Nacional,México,2016-12-06,2015-05-25,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-83-5-1-2,2016-83-5-1-2,2016-83-5-1-2,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
